idn,title,auftraggeber-per-idn,auftraggeber-per-name,auftraggeber-inst-idn,auftraggeber-inst-name
1236204301,Entwurf für Frontispitz und Titelblatt von Gespräche mit Goethe,,,051070510,Birkhäuser
123620431X,Korrigierte Druckfahne für das Titelblatt von Textilberichte,,,051070510,Birkhäuser
1236204328,Korrigierte Druckfahnen für das Titelblatt von Versicherungsmathematik,,,051070510,Birkhäuser
1236204336,Einbanddecke für Vorlesungen über Infinitesimalrechnung,,,051070510,Birkhäuser
1236204344,Einbanddecke für Die Signalübermittlung im Nerven,,,051070510,Birkhäuser
1236204360,Probedruck für Briefumschlag Gesamtausgabe Ulrich Bräker,,,051070510,Birkhäuser
1236204379,Entwurfsskizze für den Buchrücken von Leben und Schriften Ulrich Bräkers,,,051070510,Birkhäuser
1236204387,Korrigierter Probedruck für den Buchrücken von Leben und Schriften Ulrich Bräkers,,,051070510,Birkhäuser
1236204409,Probedruck für das Titelblatt von Rechenschaft der Demokratie,,,000639729,Josef-Stocker-AG
1236204476,"Entwurf von Einbanddecke für Faust, Band 2",,,051070510,Birkhäuser
1236204581,Probedruck für den Umschlag von O Basel du hotselig Statt,,,051070510,Birkhäuser
123620476X,Probedruck für das Titelschild von Faust,,,051070510,Birkhäuser
123620493X,Entwurfsskizzen für den Buchrücken von Das Lob der Torheit,,,051070510,Birkhäuser
1236204999,"Druckbogen von Goethes Werke, Band 1, Gedichte",,,051070510,Birkhäuser
1236205014,Textseiten aus Lob der Torheit,,,051070510,Birkhäuser
1236205081,Probedruck für den Schutzumschlag von Geschichte der Liebe und des Todes von Romeo und Julia,,,051070510,Birkhäuser
1236205154,Probedruck für den Umschlag von Der Waldgänger,,,051070510,Birkhäuser
1236205200,Probedruck für den Schutzumschlag von Bunte Steine,,,051070510,Birkhäuser
1236205219,Entwurfsskizze für das Titelblatt von Regelmäßige Formenlehre,,,1073009785,Lehrmittelverlag des Erziehungsdepartements
1236205227,Einbanddecke für Faust,,,051070510,Birkhäuser
1236205235,Entwurfsskizze für das Titelblatt von Matisse,,,05640560X,P.A. Norstedt & söner
1236205286,"Probedruck für den Schutzumschlag von Goethes Werke, Band 12",,,051070510,Birkhäuser
1236205294,"Probedruck für den Schutzumschlag von Goethes Werke, Band 11",,,051070510,Birkhäuser
1236205308,"Probedruck für den Schutzumschlag von Goethes Werke, Band 6",,,051070510,Birkhäuser
1236205316,"Probedruck für den Schutzumschlag von Goethes Werke, Band 5",,,051070510,Birkhäuser
1236205324,"Probedruck für den Schutzumschlag von Goethes Werke, Band 3",,,051070510,Birkhäuser
1236205332,"Probedruck für den Schutzumschlag von Goethes Werke, Band 10",,,051070510,Birkhäuser
1236205340,"Probedruck für den Schutzumschlag von Goethes Werke, Band 9",,,051070510,Birkhäuser
1236205359,"Probedruck für den Schutzumschlag von Goethes Werke, Band 8",,,051070510,Birkhäuser
1236205367,"Probedruck für den Schutzumschlag von Goethes Werke, Band 7",,,051070510,Birkhäuser
1236205375,"Probedruck für den Schutzumschlag von Goethes Werke, Band 4",,,051070510,Birkhäuser
1236205383,"Probedruck für den Schutzumschlag von Goethes Werke, Band 2",,,051070510,Birkhäuser
1236205391,"Probedruck für den Schutzumschlag von Goethes Werke, Band 1",,,051070510,Birkhäuser
123620543X,Vier Seiten aus Birkhäuser-Goethe mit Anmerkungen,,,051070510,Birkhäuser
1236205456,Probedruck für das Titelblatt von Werthers Leiden,,,051070510,Birkhäuser
1236205464,Layout von zwei Seiten für Faust,,,051070510,Birkhäuser
1236205472,Probedruck für den Umschlag von O Basel du hotselig Statt,,,051070510,Birkhäuser
1236205480,Schutzumschlag für Goethe,,,051070510,Birkhäuser
1236205537,Entwurfszeichnung für den Bucheinband von Gedenkbuch zur Fünfhundertjahrfeier der Schlacht bei St. Jakob an der Birs 1444,,,957946740,Helbing & Lichtenhahn
1236205618,Einbanddecke für Wilhelm Meisters Wanderjahre,,,051070510,Birkhäuser
1236205626,Einbanddecke für Faust,,,051070510,Birkhäuser
1236205650,Montierter Entwurf für ein Messing-Klischee für den Buchrücken von Les monuments d'art et d'histoire du canton de Vaud,,,051070510,Birkhäuser
1236205669,Bestellschein Hans Arp 1924 1925 1926-1943,118504398,Arp,004661117,Benteli Verlag
1236205685,Blindband mit Schmutztitel und Titelblatt von Geschichte der Liebe und des Todes von Romeo und Julia,,,051070510,Birkhäuser
1236205707,Zeichnung einer Leier für die Einbanddecke von Homers Werke,,,051070510,Birkhäuser
1236205723,Probedruck von Titelblatt und Schmutztitelseite für Tiererlebnisse aus dem Engadin,,,1088109349,Burg-Verlag
1236205766,Probedruck für den Umschlag von Der Lateinschüler,,,992781477,Verein Gute Schriften
1236205774,Probedrucke von Titelblatt mit rückseitigem Impressum für Der Lateinschüler,,,992781477,Verein Gute Schriften
1236205782,Probedrucke von Titelschild und Rückenschild für Der Lateinschüler,,,992781477,Verein Gute Schriften
1236205812,Kommentierter Probedruck von Titelschild für Der Lateinschüler,,,992781477,Verein Gute Schriften
1236205820,Probedrucke für den Umschlag von Der Lateinschüler,,,992781477,Verein Gute Schriften
1236205839,Probedrucke und montierter Entwurf für Titelschild von Das Schatzkästlein,118547453,Hebel,051070510,Birkhäuser
1236205855,Probedrucke von Buchseiten Das Wohlfeile Mittagessen,118547453,Hebel,051070510,Birkhäuser
1236205863,"Brief von Jan Tschichold an [Fräulein] Conrad, Firma Birkhäuser, von 10.10.1943",,Conrad,051070510,Birkhäuser
123620588X,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 10",,,051070510,Birkhäuser
1236205898,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 9",,,051070510,Birkhäuser
1236205928,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 8",,,051070510,Birkhäuser
1236205936,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 7",,,051070510,Birkhäuser
1236205960,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 6",,,051070510,Birkhäuser
1236205979,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 5",,,051070510,Birkhäuser
1236205995,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 4",,,051070510,Birkhäuser
1236206002,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",,,051070510,Birkhäuser
1236206029,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 1",,,051070510,Birkhäuser
1236206037,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 2",,,051070510,Birkhäuser
1236206045,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",,,051070510,Birkhäuser
1236206061,Probedruck für Titelschild und Rückenschild von Um die liebe Weihnachtszeit,,,948240210,Schwabe & Co.
1236206096,Entwurfsskizze für den Bucheinband von Um die liebe Weihnachtszeit,,,948240210,Schwabe & Co.
123620610X,"Einbanddecke für Shakespeares dramatische Werke, Band 1",,,051070510,Birkhäuser
1236206142,Entwurf für Titelschild und Rückenschild von Um die liebe Weihnachtszeit,,,948240210,Schwabe & Co.
1236206193,Probedrucke für das Titelblatt von Verlagsprogramm Neuerscheinungen aus dem Verlag Birkhäuser,,,051070510,Birkhäuser
1236206207,Probedruck für das Titelblatt von Handzeichnungen Hans Holbeins des Jüngeren,,,051070510,Birkhäuser
1236206215,Probedruck für den Buchtitel von Odyssee,,,051070510,Birkhäuser
1236206231,Druckbogen von Ilias,,,051070510,Birkhäuser
123620624X,"Probedruck von Titelblatt für Shakespeares dramatische Werke, Band 3",,,051070510,Birkhäuser
1236206258,"Probedruck von Titelblatt für Shakespeares dramatische Werke, Band 4",,,051070510,Birkhäuser
1236206282,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 10",,,051070510,Birkhäuser
1236206304,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 9",,,051070510,Birkhäuser
1236206312,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 8",,,051070510,Birkhäuser
1236206339,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 7",,,051070510,Birkhäuser
1236206347,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 6",,,051070510,Birkhäuser
1236206355,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 5",,,051070510,Birkhäuser
1236206398,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 4",,,051070510,Birkhäuser
1236206401,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",,,051070510,Birkhäuser
1236206452,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 2",,,051070510,Birkhäuser
1236206479,Titelblatt für Shakespeares dramatische Werke Band 3,,,051070510,Birkhäuser
1236206495,Schutzumschlag für Shakespeares dramatische Werke Band 6,,,051070510,Birkhäuser
1236206541,Werbeplakat für Birkhäuser Klassiker,,,051070510,Birkhäuser
1236206614,Birkhäuser Klassiker. Regeln für die Rechtschreibung,,,051070510,Birkhäuser
1236206711,Urkunde über das Benützungsrecht einer Beisetzungsstätte auf dem Friedhof am Hörnli,,,947737200,Basel-Stadt
1236206762,Entwurf für ein Siegel Öffentliche Kunstsammlung Basel,,,007274769,Kunstmuseum Basel
1236206789,Entwurf für einen Stempel Geschenk der Freunde des Kunstmuseums,,,007274769,Kunstmuseum Basel
1236206851,Entwurf für den Umschlag von Form und Material in der spätgotischen Plastik mit aufgeklebtem Titelbild,,,051070510,Birkhäuser
1236206886,"Skizze für den Schutzumschlag von Homers Werke, Band 2, Odyssee",,,051070510,Birkhäuser
1236206894,"Korrigierte Druckfahne für den Schutzumschlag von Homers Werke, Band 2, Odyssee",,,051070510,Birkhäuser
1236206959,"Klebeentwurf für den Schutzumschlag von Homers Werke, Band 2, Odyssee",,,051070510,Birkhäuser
1236207017,"Einbanddecke für Homers Werke, Band 1, Ilias",,,051070510,Birkhäuser
1236207092,"Einbanddecke für Shakespeares dramatische Werke, Band 1",,,051070510,Birkhäuser
1236207149,"Einbanddecke für Conrad Ferdinand Meyers Werke, Band 1",,,051070510,Birkhäuser
123620719X,Einbanddecke für Elemente der Zahlentheorie,,,051070510,Birkhäuser
1236207262,Entwürfe einer Abbildung einer Leier für die Einbanddecken von Homers Werke,,,051070510,Birkhäuser
1236207408,Visitenkarten für Elsy Leutwyler,,,,Elsy Leutwyler
1236207459,Montierte Entwurfszeichnung für den Umschlag von Probe von Schriften und anderem Setzmaterial,,,051070510,Birkhäuser
1236207483,Entwürfe für den Bucheinband von Sonne über Peking,,,107301178X,Rotapfel-Verlag
1236207505,Probedruck für Neujahrswunsch 1942,,,004661117,Benteli Verlag
123620753X,Eine Volksausgabe sämtlicher Werke Gottfried Kellers für 24 Franken!,,,051070510,Birkhäuser
1236207629,Probedruck für Umschlag von Unser Garten im Mehranbau,,,051070510,Birkhäuser
1236207653,Probedrucke von Adressetikett Gratis-Jahresgabe für 1942 für die Mitglieder der Gesellschaft für Schweizerische Kunstgeschichte,,,051070510,Birkhäuser
1236207688,Druck von Titelblatt von Basler Stadtbilder,,,051070510,Birkhäuser
123620770X,Probedruck für den Schutzumschlag von Die Burgen und Schlösser des Kantons Bern,,,051070510,Birkhäuser
1236207769,"Entwurf von Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",,,051070510,Birkhäuser
1236207823,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",,,051070510,Birkhäuser
1236207874,Einbanddecke für Elemente der Zahlentheorie,,,051070510,Birkhäuser
1236207912,Rechnungsvordrucke für Holbein Verlag,,,955738644,Holbein-Verlag
1236207920,Bestellscheine für Holbein Verlag,,,955738644,Holbein-Verlag
1236207971,Einladung zur Eröffnungsfeier neuer Geschäftsräume,,,955738644,Holbein-Verlag
1236208013,Probedruck für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,,,948240210,Schwabe & Co.
1236208072,Empfehlungskarte zur Jahresversammlung 1942 der Schweizer Bibliophilen-Gesellschaft und der Vereinigung Schweizerischer Bibliothekare,,,955738644,Holbein-Verlag
1236208153,Entwurf und Blaupause für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,,,948240210,Schwabe & Co.
1236208242,Probedruck für den Bucheinband von Ausstellungspublikation Die Erfindung Gutenbergs,,,004715993,Gewerbemuseum Basel
123620834X,Montierter Probedruck von Titelblatt Aus der Geschichte des Eptingerhofes,,,1088109349,Burg-Verlag
1236208366,Probedruck von Titelblatt Manierismus in mittelalterlicher Kunst,,,051070510,Birkhäuser
1236208404,Entwurf für das Titelblatt von Basler Stadtbilder,,,051070510,Birkhäuser
1236209087,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 8",,,051070510,Birkhäuser
123620915X,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 7",,,051070510,Birkhäuser
1236209257,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 5",,,051070510,Birkhäuser
1236209281,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 4",,,051070510,Birkhäuser
1236209354,Titelblatt für Basler Stadtbilder,,,051070510,Birkhäuser
1236209427,Wandkalender Glück und Frieden 1943,,,1086956389,Buchdruckerei Benteli AG
1236209486,Montierte Klischeeabzüge von Verlegermarken für Birkhäuser und Burg-Verlag,,,051070510,Birkhäuser
1236209486,Montierte Klischeeabzüge von Verlegermarken für Birkhäuser und Burg-Verlag,,,1088109349,Burg-Verlag
1236209788,Umschlagentwürfe für Wenn die Stadt dunkel wird,,,007334966,Büchergilde Gutenberg Schweiz
123620994X,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",,,051070510,Birkhäuser
1236210220,Briefumschlag Basler Zunftherrlichkeit,,,051070510,Birkhäuser
1236210301,Probedruck für das Titelblatt von Programmheft Stadttheater Basel,,,004803396,Stadttheater
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,,,051070510,Birkhäuser
123621062X,Probedruck für den Umschlag von Wie man Briefmarken sammelt,,,953027643,Ernst-Müller-Briefmarken
1236210786,Probedruck für den Umschlag von Messekatalog Bücher aus Schweizer Verlagen,,,1087481961,Schweizerischer Buchhändlerverein & Verein Schweizerischer Verlagsbuchhändler & Société des libraires et éditeurs de la Suisse romande
1236210832,Kommentierter Probedrucke für den Schutzumschlag von Ouvrages en langue française,,,955738644,Holbein-Verlag
1236210921,Formular Reiseauftrag für Burg-Verlag AG,,,1088109349,Burg-Verlag
1236210972,Sammlung Birkhäuser - Jede Seite einen Rappen,,,051070510,Birkhäuser
1236211022,Probedrucke der Verlegermarke für Birkhäuser,,,051070510,Birkhäuser
1236211049,Probedruck für ein Titelblatt einer Werbebroschüre für Birkhäuser,,,051070510,Birkhäuser
1236211324,Geheftete Probedrucke für Birkhäuser,,,051070510,Birkhäuser
1236211391,Probedruck für Schmutztitel und Titelblatt von Das Sinngedicht,,,051070510,Birkhäuser
1236211413,Werbedruck Das Zweite Buch Mose,,,051070510,Birkhäuser
123621143X,Probedrucke für den Umschlag von Das Sinngedicht,,,051070510,Birkhäuser
1236211596,Entwurfsskizze für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,,,051070510,Birkhäuser
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,,,955738644,Holbein-Verlag
1236211731,Probedruck für das Titelblatt von Schweizer Malerei im neunzehnten Jahrhundert,,,955738644,Holbein-Verlag
1236211782,Probedruck für das Titelblatt von Alte Musik in der bildenden Kunst Basels,,,955738644,Holbein-Verlag
1236211871,Montiertes Titelblatt von Goethes Briefe aus der Schweiz 1779,,,955738644,Holbein-Verlag
1236212037,"Probedruck für den Umschlag von Stratigraphischer Führer durch die geologischen Formationen im Gebiet zwischen Aare, Birs und Rhein",,,1048752968,Wepf & Co.
1236212088,Kalligrafischer Schriftzug für das Titelblatt von Ciba Rundschau 50,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236212231,Entwurf für das Titelblatt von Das Sonnenweib,,,948240210,Schwabe & Co.
1236212452,Entwurf für den Titel von Eine Seele die sich wiederfand,,,948240210,Schwabe & Co.
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",,,051070510,Birkhäuser
1236213092,Probedrucke für Anzeige Graphische Kunstanstalt Birkhäuser,,,051070510,Birkhäuser
1236213599,Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,,,1087481961,Schweizerischer Buchhändlerverein & Verein Schweizerischer Verlagsbuchhändler & Société des libraires et éditeurs de la Suisse romande
1236213785,Probedruck für das Titelblatt von Geschichte der Schrift in Bildern,,,007566204,Doktor Ernst Hauswedell und Co.
1236214501,Werbedruck Das Erste Buch Mose,,,051070510,Birkhäuser
1236214501,Werbedruck Das Erste Buch Mose,,,007545878,Hahnemühle
1236214501,Werbedruck Das Erste Buch Mose,,,1073001288,"Bucherer, Kurrus & Co., Papiere en gros"
1236214692,Korrekturfahnen und Probedrucke für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,,,051070510,Birkhäuser
1236214765,Probedrucke für den Schutzumschlag von Ouvrages en langue française,,,955738644,Holbein-Verlag
1236214900,Briefkarte für Burg-Verlag AG,,,1088109349,Burg-Verlag
1236214951,Briefbogen für Verlag Birkhäuser,,,051070510,Birkhäuser
1236214986,Klebeentwurf für das Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,,,1087481961,Schweizerischer Buchhändlerverein & Verein Schweizerischer Verlagsbuchhändler & Société des libraires et éditeurs de la Suisse romande
1236215001,"Entwürfe, Probedrucke und Belegexemplare von Verlegermarke für Burg-Verlag",,,1088109349,Burg-Verlag
1236215036,Briefkopf für Burg-Verlag AG,,,1088109349,Burg-Verlag
1236215044,Briefbogen für Burg-Verlag AG,,,1088109349,Burg-Verlag
1236215079,Briefbogen für Verlag Birkhäuser,,,051070510,Birkhäuser
1236215095,Werbedruck Das Zweite Buch Mose,,,051070510,Birkhäuser
1236215125,Probedrucke für ein Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,,,1087481961,Schweizerischer Buchhändlerverein & Verein Schweizerischer Verlagsbuchhändler & Société des libraires et éditeurs de la Suisse romande
1236215168,Empfehlungskarte für den Verlag Birkhäuser,,,051070510,Birkhäuser
1236215273,Klebeentwurf für den Zeitschriftentitel von Die Schweizer Hausfrau,,,051070510,Birkhäuser
1236215362,Entwurf für die Verlegermarke von Verlag Birkhäuser,,,051070510,Birkhäuser
123621546X,Briefumschlag Für Freunde baslerischer Kultur,,,051070510,Birkhäuser
1236215540,Probedruck für den Umschlag von Katalog Basiliensia,,,051070510,Birkhäuser
1236215680,Probedrucke für den Umschlag von Eine Seele die sich wiederfand,,,948240210,Schwabe & Co.
123621577X,Das erste Buch Mose,,,051070510,Birkhäuser
123621577X,Das erste Buch Mose,,,051070510,Birkhäuser
123621577X,Das erste Buch Mose,,,051070510,Birkhäuser
123621577X,Das erste Buch Mose,,,007545878,Hahnemühle
1236215931,Briefumschlag Birkhäuser AG,,,051070510,Birkhäuser
1236216016,Marken des Firmenzeichen Birkhäuser,,,051070510,Birkhäuser
1236216156,Probedrucke von Briefpapier für Verlag Birkhäuser,,,051070510,Birkhäuser
1236216334,Briefumschläge Lehr- und Handbücher der Ingenieurwissenschaften,,,051070510,Birkhäuser
1236216423,Probedrucke der Verlegermarke für Birkhäuser,,,051070510,Birkhäuser
1236216601,"Le soussigné souscrit à Ex Leo van Puyvelde, Esquisses de Rubens",130384054,Müller-Widmann,,
1236216768,Entwurf für das Titelblatt von Die Erfindung Gutenbergs,,,004715993,Gewerbemuseum Basel
1236216822,Entwürfe für Titelblatt und Einbanddecke von Kalewala,,,948240210,Schwabe & Co.
1236217020,Satzregeln des Holbein-Verlags,,,955738644,Holbein-Verlag
123621708X,Korrekturfahne eines Kalenderblattes von Kunstkalender des Holbein Verlages,,,955738644,Holbein-Verlag
1236217160,Kalligrafischer Schriftzug für das Titelblatt von Kalewala,,,948240210,Schwabe & Co.
1236217365,Klischeeabzug von Firmenzeichen für Verlag Josef Stocker,,,000639729,Josef-Stocker-AG
1236217446,Einladungskarten zu Ausstellungen der Gruppe 33,,,007249381,Gruppe 33
1236231708,Montierte Versionen von Titelkopf Vierteljahrsschrift für schweizerische Sanitätsoffiziere,,,948240210,Schwabe & Co.
1236231708,Montierte Versionen von Titelkopf Vierteljahrsschrift für schweizerische Sanitätsoffiziere,,,1086959248,Gesellschaft Schweizerischer Sanitätsoffiziere
1236231716,Entwurf für ein Firmenzeichen von Verlag Josef Stocker,,,000639729,Josef-Stocker-AG
1236231724,Entwurf für ein Firmenzeichen von Verlag Josef Stocker,,,000639729,Josef-Stocker-AG
1236231732,Geschäftdrucksachen mit Firmenzeichen für Verlag Josef Stocker,,,000639729,Josef-Stocker-AG
1236231767,Briefbogen für Huguenin & Cie Confiserie,,,,Huguenin & Cie
1236231775,Briefbogen für Internationale Felix-Mendelssohn-Gesellschaft,,,005043441,Internationale Felix-Mendelssohn-Gesellschaft
1236231813,Entwurf und Korrekturfahnen für einen Briefbogen für Mario Uzielli Buch- und Kunstantiquariat,117324590,Uzielli,,
1236231821,Etikett mit Inhaltszeile für Birkhäuser,,,051070510,Birkhäuser
123623183X,Briefbogen für Kunsthistorisches Seminar der Universität Basel,,,000660671,Universität Basel
1236231848,Druckfahne für das Titelblatt von Die Erfindung Gutenbergs,,,004715993,Gewerbemuseum Basel
1236231910,"Probedrucke für Zeitungsanzeige Kaufhaus Cardinal, Kaufhaus Falken",,,,"Kaufhaus Cardinal, Basel"
1236231910,"Probedrucke für Zeitungsanzeige Kaufhaus Cardinal, Kaufhaus Falken",,,,"Kaufhaus Falken, Basel"
1236231929,Handbeschriebener Probedruck mit Firmenzeichen für Verlag Josef Stocker,,,000639729,Josef-Stocker-AG
1236231961,Etikett für Birkhäuser,,,051070510,Birkhäuser
123623197X,Probedrucke für Zeitungsanzeige Schweizerische Kreditanstalt,,,943916666,Schweizerische Kreditanstalt
1236231988,Etikett mit Inhaltszeile für Birkhäuser,,,051070510,Birkhäuser
1236231996,Probedrucke für Zeitungsanzeige Piano-Eckenstein,,,1086235339,Piano Eckenstein
1236232097,Einbanddecken für Die Geburt der Eidgenossenschaft aus der geistigen Urschweiz,,,948240210,Schwabe & Co.
1236232100,Kalligrafie für das Titelschild von Baltoro,,,948240210,Schwabe & Co.
1236232135,Probedruck für den Umschlag von Festschrift zur Feier des 60. Geburtstages Herrn Prof. Dr. Albert Vogt,,,948240210,Schwabe & Co.
1236232151,Beilage zum Artikel - Gebrochene Schriften als Auszeichnung zur Antiqua,,,1086354850,Schweizerischer Reklame-Verband
1236232178,Probedrucke und Korrekturfahnen für das Titelblatt von Die Mineralien der Schweizeralpen,,,1048752968,Wepf & Co.
1236232224,Probedruck für einen Schutzumschlag von Das Bildnis in der französischen Malerei des 18. Jahrhunderts,,,056401000,Verlag F. A. C. Prestel
1236232240,Probedruck für einen Schutzumschlag von Landschaften und Feste in der französischen Malerei des achtzehnten Jahrhunderts,,,056401000,Verlag F. A. C. Prestel
1236232259,Probedruck für das Titelblatt von Das Bildnis in der französischen Malerei des 18. Jahrhunderts,,,056401000,Verlag F. A. C. Prestel
1236232259,Probedruck für das Titelblatt von Das Bildnis in der französischen Malerei des 18. Jahrhunderts,,,1086956389,Buchdruckerei Benteli AG
1236232283,Probedruck für die Beilage zum Artikel - Gebrochene Schriften als Auszeichnung zur Antiqua,,,1086354850,Schweizerischer Reklame-Verband
1236232380,Satzvorlage für Programmheft zur Ausstellung @Amtliche Drucksachen in Vergangenheit und Gegenwart,,,004715993,Gewerbemuseum Basel
1236232429,Probedruck für den Bucheinband von Baseldytsch,,,948240210,Schwabe & Co.
1236232453,Korrekturfahne für das Titelblatt von Kindermärchen,,,948240210,Schwabe & Co.
1236232461,Korrigierter Probedruck für das Titelblatt von Dessins de Maîtres,,,955738644,Holbein-Verlag
1236232488,Probedrucke von Werbeblatt und Titelblatt von Esquisses de P.-P. Rubens,,,955738644,Holbein-Verlag
1236232518,Probedruck für das Titelblatt und Inhaltsverzeichnis von Betrachtungen zur Kunst der Schweiz,,,955738644,Holbein-Verlag
1236232526,Probedruck für das Titelblatt von Skizzen des Peter Paul Rubens,,,056401000,Verlag F. A. C. Prestel
1236232534,Probedruck für das Titelblatt und Inhaltsverzeichnis von Burgundische Plastik des ausgehenden Mittelalters,,,056401000,Verlag F. A. C. Prestel
1236232542,Probedruck für den Umschlag von Ausstellungskatalog Der Berufsphotograph,,,004715993,Gewerbemuseum Basel
1236232577,Probedruck für das Titelblatt und Inhaltsverzeichnis von Betrachtungen zur Kunst der Schweiz,,,955738644,Holbein-Verlag
1236232593,Entwurfszeichnung und Probedruck für den Bucheinband von Baseldytsch,,,948240210,Schwabe & Co.
1236232674,Briefbogen für Clarté-Film Aktiengesellschaft,,,1217354379,Clarté-Film AG
1236232682,Briefbogen für Schweizerisches Medizinisches Jahrbuch - Anzeigenverwaltung,,,,Schweizerische Medizinisches Jahrbuch - Anzeigenverwaltung
1236232690,"Briefbogen für Dr. jur. B. Braunschweig, Advokat",,Braunschweig,,
1236232704,Rechnungsvordruck für Gipsergeschäft H. Vogt-Brianti,,,,"Gipsergeschäft H. Vogt-Brianti, Basel"
1236232712,Briefbogen für Alioth & Co,1217209875,Alioth,,
1236232720,Briefbogen für Magazine zum Wilden Mann,,,050870386,Magazine zum Wilden Mann
1236232739,Briefbogen und Briefumschlag für Schweizerischer Geflügelzuchtverband,,,1087596262,Schweizerischer Geflügelzuchtverband
1236232763,Probedruck für den Schutzumschlag von Die Wandbilder der Burgkapelle zu Obergrombach bei Bruchsal und ihre burgundischen Quellen,,,955738644,Holbein-Verlag
123623278X,Werbeschild Italienische Meisterzeichnungen für Prestel,,,056401000,Verlag F. A. C. Prestel
123627542X,Entwürfe von Verpackung für Ovocyclin und Lutocyclin,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236275438,Einbanddecke für CIBA,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236275497,Probedruck für das Titelblatt von Ciba Rundschau 13,,,109064339X,Gesellschaft für Chemische Industrie in Basel
1236275543,Entwurfszeichnungen von Stadtwappen Basel für Basler Adressbuch 1937,,,948240210,Schwabe & Co.
1236275578,Einladung zur Subskription und Bestellschein für Baseler Adressbuch 1937,,,948240210,Schwabe & Co.
1236275586,"Probedrucke für Schmutztitel, Titelblatt und Inhaltsverzeichnis von Italienisches Email des frühen Mittelalters",,,955738644,Holbein-Verlag
1236275594,Probedruck für den Bucheinband von Italienisches Email des frühen Mittelalters,,,955738644,Holbein-Verlag
1236275616,Probedruck für das Titelblatt und den Schmutztitel von Kritisches Verzeichnis der Werke Albrecht Dürers,,,955738644,Holbein-Verlag
1236275659,Probedruck für das Titelblatt und den Schmutztitel von Die Bedeutung der Gemäldedurchleuchtung mit Röntgenstrahlen für die Kunstgeschichte,,,056401000,Verlag F. A. C. Prestel
1236275675,Titelblatt für Stefan Lochner,,,056401000,Verlag F. A. C. Prestel
1236275705,Entwurfszeichnung und Probedrucke für Handzettel Die @Schweizer Schulschrift,,,,Institut für Behandlung neuzeitlicher Erziehungs- und Unterrichtsfragen; Basler Schulausstellung
123627573X,Skizzenentwurf und Probedrucke von Briefbogen für Edward McKnight Kauffer,124868185,Kauffer,,
1236275748,Korrekturfahne von Comité International d'historie de l'art - Reglement Constitutif,,,004736060,International Committee on the History of Art
1236275764,Probedruck der Titelschrift von Hieronymus Bosch,,,955738644,Holbein-Verlag
1236275772,Visitenkarte für Ernst Wolpers Bücher,,,,Ernst Wolpers Bücher
1236275802,Probedrucke von Umschlag für Ausstellung: Fünftausend Jahre Schrift,,,004715993,Gewerbemuseum Basel
