idn,title,ts-idn,ts
1236206258,"Probedruck von Titelblatt für Shakespeares dramatische Werke, Band 4",041855760,Titelblatt
1236206258,"Probedruck von Titelblatt für Shakespeares dramatische Werke, Band 4",040085708,Buch
1236206282,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 10",041802810,Schutzumschlag
1236206282,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 10",943626668,Probedruck
1236206304,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 9",041802810,Schutzumschlag
1236206304,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 9",943626668,Probedruck
1236206312,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 8",041802810,Schutzumschlag
1236206312,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 8",943626668,Probedruck
1236206339,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 7",041802810,Schutzumschlag
1236206339,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 7",943626668,Probedruck
1236206347,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 6",041802810,Schutzumschlag
1236206347,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 6",943626668,Probedruck
1236206355,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 5",041802810,Schutzumschlag
1236206355,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 5",943626668,Probedruck
1236206398,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 4",041802810,Schutzumschlag
1236206398,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 4",943626668,Probedruck
1236206401,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",041802810,Schutzumschlag
1236206401,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",943626668,Probedruck
1236206452,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 2",041802810,Schutzumschlag
1236206452,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 2",943626668,Probedruck
1236206479,Titelblatt für Shakespeares dramatische Werke Band 3,041855760,Titelblatt
1236206479,Titelblatt für Shakespeares dramatische Werke Band 3,040085708,Buch
1236206495,Schutzumschlag für Shakespeares dramatische Werke Band 6,041802810,Schutzumschlag
1236206495,Schutzumschlag für Shakespeares dramatische Werke Band 6,040085708,Buch
1236206525,Probedrucke für den Umschlag von Der Lateinschüler,942084292,Umschlag
1236206525,Probedrucke für den Umschlag von Der Lateinschüler,041732022,Paperback
1236206525,Probedrucke für den Umschlag von Der Lateinschüler,943626668,Probedruck
1236206541,Werbeplakat für Birkhäuser Klassiker,041921550,Werbeplakat
1236206541,Werbeplakat für Birkhäuser Klassiker,04046198X,Plakat
1236206584,Birkhäuser-Klassiker. Regeln für die Rechtschreibung,040131343,Druckwerk
1236206584,Birkhäuser-Klassiker. Regeln für die Rechtschreibung,041994493,Antiqua
1236206614,Birkhäuser Klassiker. Regeln für die Rechtschreibung,040131343,Druckwerk
1236206657,Probedruck von Die @Bildersammlung der Zehnbambushalle,943626668,Probedruck
1236206657,Probedruck von Die @Bildersammlung der Zehnbambushalle,040131343,Druckwerk
1236206711,Urkunde über das Benützungsrecht einer Beisetzungsstätte auf dem Friedhof am Hörnli,041271378,Formular
1236206762,Entwurf für ein Siegel Öffentliche Kunstsammlung Basel,040548767,Siegel
1236206762,Entwurf für ein Siegel Öffentliche Kunstsammlung Basel,041212088,Entwurf
1236206789,Entwurf für einen Stempel Geschenk der Freunde des Kunstmuseums,041830997,Stempel
1236206789,Entwurf für einen Stempel Geschenk der Freunde des Kunstmuseums,041212088,Entwurf
1236206851,Entwurf für den Umschlag von Form und Material in der spätgotischen Plastik mit aufgeklebtem Titelbild,942084292,Umschlag
1236206851,Entwurf für den Umschlag von Form und Material in der spätgotischen Plastik mit aufgeklebtem Titelbild,041732022,Paperback
1236206851,Entwurf für den Umschlag von Form und Material in der spätgotischen Plastik mit aufgeklebtem Titelbild,943626668,Probedruck
1236206886,"Skizze für den Schutzumschlag von Homers Werke, Band 2, Odyssee",041802810,Schutzumschlag
1236206886,"Skizze für den Schutzumschlag von Homers Werke, Band 2, Odyssee",041816684,Skizze
1236206886,"Skizze für den Schutzumschlag von Homers Werke, Band 2, Odyssee",041212088,Entwurf
1236206894,"Korrigierte Druckfahne für den Schutzumschlag von Homers Werke, Band 2, Odyssee",041802810,Schutzumschlag
1236206894,"Korrigierte Druckfahne für den Schutzumschlag von Homers Werke, Band 2, Odyssee",946122350,Fahne
1236206894,"Korrigierte Druckfahne für den Schutzumschlag von Homers Werke, Band 2, Odyssee",042053587,Korrektur
1236206959,"Klebeentwurf für den Schutzumschlag von Homers Werke, Band 2, Odyssee",041802810,Schutzumschlag
1236206959,"Klebeentwurf für den Schutzumschlag von Homers Werke, Band 2, Odyssee",041212088,Entwurf
1236207017,"Einbanddecke für Homers Werke, Band 1, Ilias",04008602X,Bucheinband
1236207017,"Einbanddecke für Homers Werke, Band 1, Ilias",042721520,Einbanddecke
1236207092,"Einbanddecke für Shakespeares dramatische Werke, Band 1",04008602X,Bucheinband
1236207092,"Einbanddecke für Shakespeares dramatische Werke, Band 1",042721520,Einbanddecke
1236207092,"Einbanddecke für Shakespeares dramatische Werke, Band 1",1153904438,Halbband
1236207092,"Einbanddecke für Shakespeares dramatische Werke, Band 1",040090809,Buntpapier
1236207149,"Einbanddecke für Conrad Ferdinand Meyers Werke, Band 1",04008602X,Bucheinband
1236207149,"Einbanddecke für Conrad Ferdinand Meyers Werke, Band 1",042721520,Einbanddecke
123620719X,Einbanddecke für Elemente der Zahlentheorie,04008602X,Bucheinband
123620719X,Einbanddecke für Elemente der Zahlentheorie,042721520,Einbanddecke
1236207262,Entwürfe einer Abbildung einer Leier für die Einbanddecken von Homers Werke,04008602X,Bucheinband
1236207262,Entwürfe einer Abbildung einer Leier für die Einbanddecken von Homers Werke,042721520,Einbanddecke
1236207351,Einbanddecke für Um die liebe Weihnachtszeit,04008602X,Bucheinband
1236207351,Einbanddecke für Um die liebe Weihnachtszeit,042721520,Einbanddecke
1236207351,Einbanddecke für Um die liebe Weihnachtszeit,965252302,Ganzgewebeband
1236207408,Visitenkarten für Elsy Leutwyler,041884094,Visitenkarte
1236207459,Montierte Entwurfszeichnung für den Umschlag von Probe von Schriften und anderem Setzmaterial,942084292,Umschlag
1236207459,Montierte Entwurfszeichnung für den Umschlag von Probe von Schriften und anderem Setzmaterial,041212088,Entwurf
1236207459,Montierte Entwurfszeichnung für den Umschlag von Probe von Schriften und anderem Setzmaterial,041524586,Entwurfszeichnung
1236207483,Entwürfe für den Bucheinband von Sonne über Peking,04008602X,Bucheinband
1236207483,Entwürfe für den Bucheinband von Sonne über Peking,041212088,Entwurf
1236207505,Probedruck für Neujahrswunsch 1942,041715640,Neujahrswunsch
1236207505,Probedruck für Neujahrswunsch 1942,943626668,Probedruck
123620753X,Eine Volksausgabe sämtlicher Werke Gottfried Kellers für 24 Franken!,983759839,Aufsteller
123620753X,Eine Volksausgabe sämtlicher Werke Gottfried Kellers für 24 Franken!,98375960X,Präsentationshilfe
1236207580,Bestellschein für Gute Schriftformen,04144941X,Bestellschein
1236207629,Probedruck für Umschlag von Unser Garten im Mehranbau,942084292,Umschlag
1236207629,Probedruck für Umschlag von Unser Garten im Mehranbau,041732022,Paperback
1236207629,Probedruck für Umschlag von Unser Garten im Mehranbau,943626668,Probedruck
1236207653,Probedrucke von Adressetikett Gratis-Jahresgabe für 1942 für die Mitglieder der Gesellschaft für Schweizerische Kunstgeschichte,041311663,Etikett
1236207653,Probedrucke von Adressetikett Gratis-Jahresgabe für 1942 für die Mitglieder der Gesellschaft für Schweizerische Kunstgeschichte,943626668,Probedruck
1236207688,Druck von Titelblatt von Basler Stadtbilder,04123412X,Illustration
1236207688,Druck von Titelblatt von Basler Stadtbilder,041855760,Titelblatt
1236207688,Druck von Titelblatt von Basler Stadtbilder,943626668,Probedruck
123620770X,Probedruck für den Schutzumschlag von Die Burgen und Schlösser des Kantons Bern,041802810,Schutzumschlag
123620770X,Probedruck für den Schutzumschlag von Die Burgen und Schlösser des Kantons Bern,943626668,Probedruck
1236207769,"Entwurf von Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",04008602X,Bucheinband
1236207769,"Entwurf von Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",042721520,Einbanddecke
1236207769,"Entwurf von Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",965252302,Ganzgewebeband
1236207769,"Entwurf von Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",041212088,Entwurf
1236207823,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",04008602X,Bucheinband
1236207823,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",042721520,Einbanddecke
1236207823,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",1153904438,Halbband
1236207823,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",040090809,Buntpapier
1236207874,Einbanddecke für Elemente der Zahlentheorie,04008602X,Bucheinband
1236207874,Einbanddecke für Elemente der Zahlentheorie,042721520,Einbanddecke
1236207874,Einbanddecke für Elemente der Zahlentheorie,965252302,Ganzgewebeband
1236207912,Rechnungsvordrucke für Holbein Verlag,041271378,Formular
1236207912,Rechnungsvordrucke für Holbein Verlag,042465028,Rechnung
1236207920,Bestellscheine für Holbein Verlag,04144941X,Bestellschein
1236207971,Einladung zur Eröffnungsfeier neuer Geschäftsräume,042316928,Einladungskarte
1236208013,Probedruck für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,1153904039,Titelschild
1236208013,Probedruck für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,943626668,Probedruck
1236208072,Empfehlungskarte zur Jahresversammlung 1942 der Schweizer Bibliophilen-Gesellschaft und der Vereinigung Schweizerischer Bibliothekare,041942175,Akzidenz
1236208072,Empfehlungskarte zur Jahresversammlung 1942 der Schweizer Bibliophilen-Gesellschaft und der Vereinigung Schweizerischer Bibliothekare,117375878X,Empfehlungskarte
1236208072,Empfehlungskarte zur Jahresversammlung 1942 der Schweizer Bibliophilen-Gesellschaft und der Vereinigung Schweizerischer Bibliothekare,04144941X,Bestellschein
1236208129,"Bestellschein für Schriftkunde, Schreibübungen und Skizzieren für Setzer",042930286,Handzettel
1236208129,"Bestellschein für Schriftkunde, Schreibübungen und Skizzieren für Setzer",04144941X,Bestellschein
1236208153,Entwurf und Blaupause für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,1153904039,Titelschild
1236208153,Entwurf und Blaupause für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,041212088,Entwurf
1236208153,Entwurf und Blaupause für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,990159787,Cyanotypie
1236208242,Probedruck für den Bucheinband von Ausstellungspublikation Die Erfindung Gutenbergs,943626668,Probedruck
1236208242,Probedruck für den Bucheinband von Ausstellungspublikation Die Erfindung Gutenbergs,04008602X,Bucheinband
1236208242,Probedruck für den Bucheinband von Ausstellungspublikation Die Erfindung Gutenbergs,041732022,Paperback
1236208307,Umschlagkarton für Gute Schriftformen,942084292,Umschlag
123620834X,Montierter Probedruck von Titelblatt Aus der Geschichte des Eptingerhofes,943626668,Probedruck
123620834X,Montierter Probedruck von Titelblatt Aus der Geschichte des Eptingerhofes,041855760,Titelblatt
123620834X,Montierter Probedruck von Titelblatt Aus der Geschichte des Eptingerhofes,040085708,Buch
1236208366,Probedruck von Titelblatt Manierismus in mittelalterlicher Kunst,943626668,Probedruck
1236208366,Probedruck von Titelblatt Manierismus in mittelalterlicher Kunst,041855760,Titelblatt
1236208366,Probedruck von Titelblatt Manierismus in mittelalterlicher Kunst,040085708,Buch
1236208404,Entwurf für das Titelblatt von Basler Stadtbilder,041212088,Entwurf
1236208404,Entwurf für das Titelblatt von Basler Stadtbilder,041855760,Titelblatt
1236208404,Entwurf für das Titelblatt von Basler Stadtbilder,040085708,Buch
1236208447,"Probedrucke für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren",943626668,Probedruck
1236208447,"Probedrucke für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren",041802810,Schutzumschlag
1236208463,Probedruck für den Buchrücken von Die Gesellschaftskrise der Gegenwart,943626668,Probedruck
1236208463,Probedruck für den Buchrücken von Die Gesellschaftskrise der Gegenwart,042846560,Buchrücken
123620851X,Titelblatt Manierismus in mittelalterlicher Kunst,041855760,Titelblatt
1236208544,"Typoskript mit montierten Illustrationen und Ausschnitten für Schriftkunde, Schreibübungen und Skizzieren für Setzer",042555507,Schrifttum
1236208544,"Typoskript mit montierten Illustrationen und Ausschnitten für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041262735,Manuskript
1236208544,"Typoskript mit montierten Illustrationen und Ausschnitten für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041865197,Typoskript
1236208587,"Montierte Druckfahnen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",042555507,Schrifttum
1236208587,"Montierte Druckfahnen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040131343,Druckwerk
1236208587,"Montierte Druckfahnen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040085708,Buch
1236208641,"Montierte Vorderseite eines Schutzumschlags für Schriftkunde, Schreibübungen und Skizzieren für Setzer",942084292,Umschlag
1236208641,"Montierte Vorderseite eines Schutzumschlags für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041802810,Schutzumschlag
123620865X,"Korrigierter Probedruck für das Titelblatt von Schriftkunde, Schreibübungen und Skizzieren für Setzer",963736043,Seite
123620865X,"Korrigierter Probedruck für das Titelblatt von Schriftkunde, Schreibübungen und Skizzieren für Setzer",041855760,Titelblatt
1236208706,"Probedruck für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",942084292,Umschlag
1236208706,"Probedruck für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",041802810,Schutzumschlag
1236208749,"Skizze für den Bucheinband von Schriftkunde, Schreibübungen und Skizzieren für Setzer",04008602X,Bucheinband
123620879X,"Probedruck einer Illustration für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040086488,Buchkunst
123620879X,"Probedruck einer Illustration für Schriftkunde, Schreibübungen und Skizzieren für Setzer",04123412X,Illustration
123620882X,"Probedruck einer Illustration für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040086488,Buchkunst
123620882X,"Probedruck einer Illustration für Schriftkunde, Schreibübungen und Skizzieren für Setzer",04123412X,Illustration
1236208935,"Entwurf für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",942084292,Umschlag
1236208935,"Entwurf für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",041802810,Schutzumschlag
123620896X,"Probedrucke von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",04123412X,Illustration
123620896X,"Probedrucke von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",943626668,Probedruck
123620896X,"Probedrucke von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041363418,Typografie
123620901X,"Entwürfe von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",04123412X,Illustration
123620901X,"Entwürfe von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041212088,Entwurf
123620901X,"Entwürfe von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041816684,Skizze
123620901X,"Entwürfe von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",041363418,Typografie
1236209087,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 8",041802810,Schutzumschlag
1236209087,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 8",943626668,Probedruck
123620915X,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 7",041802810,Schutzumschlag
123620915X,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 7",943626668,Probedruck
1236209257,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 5",041802810,Schutzumschlag
1236209257,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 5",943626668,Probedruck
1236209281,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 4",041802810,Schutzumschlag
1236209281,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 4",943626668,Probedruck
1236209354,Titelblatt für Basler Stadtbilder,041855760,Titelblatt
1236209354,Titelblatt für Basler Stadtbilder,040085708,Buch
1236209427,Wandkalender Glück und Frieden 1943,040292908,Kalender
1236209486,Montierte Klischeeabzüge von Verlegermarken für Birkhäuser und Burg-Verlag,041878655,Verlegermarke
1236209486,Montierte Klischeeabzüge von Verlegermarken für Birkhäuser und Burg-Verlag,941715787,Klischee
1236209486,Montierte Klischeeabzüge von Verlegermarken für Birkhäuser und Burg-Verlag,04141215X,Abzug
1236209567,"Probedrucke für Illustrationen von Schriftkunde, Schreibübungen und Skizzieren für Setzer",04123412X,Illustration
1236209567,"Probedrucke für Illustrationen von Schriftkunde, Schreibübungen und Skizzieren für Setzer",943626668,Probedruck
1236209621,Originalzeichnungen zu Schriftkunde,04123412X,Illustration
1236209621,Originalzeichnungen zu Schriftkunde,041212088,Entwurf
1236209729,Gute Schriftformen 1-6,041799984,Monografische Reihe
1236209788,Umschlagentwürfe für Wenn die Stadt dunkel wird,041212088,Entwurf
1236209788,Umschlagentwürfe für Wenn die Stadt dunkel wird,942084292,Umschlag
1236209842,Entwürfe und korrigierte Druckfahnen für Schutzumschlag und Titelblatt von Basel und das Seidenband,041855760,Titelblatt
1236209842,Entwürfe und korrigierte Druckfahnen für Schutzumschlag und Titelblatt von Basel und das Seidenband,041802810,Schutzumschlag
1236209842,Entwürfe und korrigierte Druckfahnen für Schutzumschlag und Titelblatt von Basel und das Seidenband,04144941X,Bestellschein
1236209842,Entwürfe und korrigierte Druckfahnen für Schutzumschlag und Titelblatt von Basel und das Seidenband,041212088,Entwurf
1236209842,Entwürfe und korrigierte Druckfahnen für Schutzumschlag und Titelblatt von Basel und das Seidenband,946122350,Fahne
123620994X,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",04008602X,Bucheinband
123620994X,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",042721520,Einbanddecke
123620994X,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",1153904438,Halbband
123620994X,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",040090809,Buntpapier
1236210042,"Werbeprospekt von Schriftkunde, Schreibübungen und Skizzieren für Setzer",041363906,Prospekt
123621014X,Probedruck für das Titelblatt von Basel und das Seidenband,041855760,Titelblatt
123621014X,Probedruck für das Titelblatt von Basel und das Seidenband,943626668,Probedruck
1236210220,Briefumschlag Basler Zunftherrlichkeit,041466144,Briefumschlag
1236210301,Probedruck für das Titelblatt von Programmheft Stadttheater Basel,944257690,Programmheft
1236210301,Probedruck für das Titelblatt von Programmheft Stadttheater Basel,041855760,Titelblatt
1236210301,Probedruck für das Titelblatt von Programmheft Stadttheater Basel,943626668,Probedruck
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,965476197,Heft
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,963736043,Seite
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,041212088,Entwurf
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,041524586,Entwurfszeichnung
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,943626668,Probedruck
1236210425,Entwurfszeichnung für verschiedene Buchrücken,042846560,Buchrücken
1236210425,Entwurfszeichnung für verschiedene Buchrücken,1153904039,Titelschild
1236210425,Entwurfszeichnung für verschiedene Buchrücken,041212088,Entwurf
1236210425,Entwurfszeichnung für verschiedene Buchrücken,041524586,Entwurfszeichnung
1236210530,Probedruck von Seiten für Neue Ornamente,963736043,Seite
1236210530,Probedruck von Seiten für Neue Ornamente,943626668,Probedruck
123621062X,Probedruck für den Umschlag von Wie man Briefmarken sammelt,041855760,Titelblatt
123621062X,Probedruck für den Umschlag von Wie man Briefmarken sammelt,04123412X,Illustration
123621062X,Probedruck für den Umschlag von Wie man Briefmarken sammelt,041710029,Nachdruck
1236210700,Nachdruck des Katalogumschlages für Bücher aus Schweizer Verlagen als Illustration,041855760,Titelblatt
1236210700,Nachdruck des Katalogumschlages für Bücher aus Schweizer Verlagen als Illustration,04123412X,Illustration
1236210700,Nachdruck des Katalogumschlages für Bücher aus Schweizer Verlagen als Illustration,041710029,Nachdruck
1236210786,Probedruck für den Umschlag von Messekatalog Bücher aus Schweizer Verlagen,942084292,Umschlag
1236210786,Probedruck für den Umschlag von Messekatalog Bücher aus Schweizer Verlagen,041732022,Paperback
1236210786,Probedruck für den Umschlag von Messekatalog Bücher aus Schweizer Verlagen,943626668,Probedruck
1236210832,Kommentierter Probedrucke für den Schutzumschlag von Ouvrages en langue française,041802810,Schutzumschlag
1236210832,Kommentierter Probedrucke für den Schutzumschlag von Ouvrages en langue française,943626668,Probedruck
1236210832,Kommentierter Probedrucke für den Schutzumschlag von Ouvrages en langue française,042067774,Notiz
1236210921,Formular Reiseauftrag für Burg-Verlag AG,041271378,Formular
1236210972,Sammlung Birkhäuser - Jede Seite einen Rappen,983759839,Aufsteller
1236210972,Sammlung Birkhäuser - Jede Seite einen Rappen,98375960X,Präsentationshilfe
1236211022,Probedrucke der Verlegermarke für Birkhäuser,041249798,Firmenzeichen
1236211022,Probedrucke der Verlegermarke für Birkhäuser,943626668,Probedruck
1236211049,Probedruck für ein Titelblatt einer Werbebroschüre für Birkhäuser,041855760,Titelblatt
1236211049,Probedruck für ein Titelblatt einer Werbebroschüre für Birkhäuser,041467043,Broschüre
1236211049,Probedruck für ein Titelblatt einer Werbebroschüre für Birkhäuser,943626668,Probedruck
1236211081,Handschriftlicher Entwurf für den Schriftzug Zeugdruck im Mittelalter,041212088,Entwurf
1236211138,Satzregeln der Buchdruckerei E. Birkhäuser & Cie,040131343,Druckwerk
1236211138,Satzregeln der Buchdruckerei E. Birkhäuser & Cie,041994493,Antiqua
1236211138,Satzregeln der Buchdruckerei E. Birkhäuser & Cie,04155146X,Fraktur
1236211197,Korrekturzeichen-Erklärung,041427599,Anweisung
1236211197,Korrekturzeichen-Erklärung,041143302,Kunde
1236211324,Geheftete Probedrucke für Birkhäuser,963736043,Seite
1236211324,Geheftete Probedrucke für Birkhäuser,041855760,Titelblatt
1236211324,Geheftete Probedrucke für Birkhäuser,943626668,Probedruck
1236211391,Probedruck für Schmutztitel und Titelblatt von Das Sinngedicht,1024711986,Schmutztitel
1236211391,Probedruck für Schmutztitel und Titelblatt von Das Sinngedicht,041855760,Titelblatt
1236211391,Probedruck für Schmutztitel und Titelblatt von Das Sinngedicht,943626668,Probedruck
1236211413,Werbedruck Das Zweite Buch Mose,040131343,Druckwerk
1236211413,Werbedruck Das Zweite Buch Mose,970659261,Firmenschrift
123621143X,Probedrucke für den Umschlag von Das Sinngedicht,041802810,Schutzumschlag
123621143X,Probedrucke für den Umschlag von Das Sinngedicht,943626668,Probedruck
123621143X,Probedrucke für den Umschlag von Das Sinngedicht,040090809,Buntpapier
1236211510,Entwurfsskizze für Wandkalender Buchdruckerei und Kalenderfabrik Karl Werner,040292908,Kalender
1236211596,Entwurfsskizze für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,041855760,Titelblatt
1236211596,Entwurfsskizze für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,041212088,Entwurf
1236211596,Entwurfsskizze für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,041816684,Skizze
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,04008602X,Bucheinband
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,042721520,Einbanddecke
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,041732073,Pappband
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,943626668,Probedruck
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,041212088,Entwurf
1236211731,Probedruck für das Titelblatt von Schweizer Malerei im neunzehnten Jahrhundert,041855760,Titelblatt
1236211731,Probedruck für das Titelblatt von Schweizer Malerei im neunzehnten Jahrhundert,943626668,Probedruck
1236211782,Probedruck für das Titelblatt von Alte Musik in der bildenden Kunst Basels,041855760,Titelblatt
1236211782,Probedruck für das Titelblatt von Alte Musik in der bildenden Kunst Basels,943626668,Probedruck
1236211871,Montiertes Titelblatt von Goethes Briefe aus der Schweiz 1779,041855760,Titelblatt
1236212037,"Probedruck für den Umschlag von Stratigraphischer Führer durch die geologischen Formationen im Gebiet zwischen Aare, Birs und Rhein",942084292,Umschlag
1236212037,"Probedruck für den Umschlag von Stratigraphischer Führer durch die geologischen Formationen im Gebiet zwischen Aare, Birs und Rhein",943626668,Probedruck
1236212088,Kalligrafischer Schriftzug für das Titelblatt von Ciba Rundschau 50,041855760,Titelblatt
1236212088,Kalligrafischer Schriftzug für das Titelblatt von Ciba Rundschau 50,041212088,Entwurf
1236212231,Entwurf für das Titelblatt von Das Sonnenweib,041855760,Titelblatt
1236212231,Entwurf für das Titelblatt von Das Sonnenweib,041212088,Entwurf
1236212231,Entwurf für das Titelblatt von Das Sonnenweib,040731685,Kalligraphie
1236212452,Entwurf für den Titel von Eine Seele die sich wiederfand,041855760,Titelblatt
1236212452,Entwurf für den Titel von Eine Seele die sich wiederfand,041212088,Entwurf
1236212452,Entwurf für den Titel von Eine Seele die sich wiederfand,040731685,Kalligraphie
1236212649,Entwurf für Firmenzeichen WK,041249798,Firmenzeichen
1236212649,Entwurf für Firmenzeichen WK,041212088,Entwurf
1236212649,Entwurf für Firmenzeichen WK,041816684,Skizze
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",041878655,Verlegermarke
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",041249798,Firmenzeichen
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",041212088,Entwurf
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",943626668,Probedruck
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",941715787,Klischee
1236213092,Probedrucke für Anzeige Graphische Kunstanstalt Birkhäuser,943626668,Probedruck
1236213092,Probedrucke für Anzeige Graphische Kunstanstalt Birkhäuser,04002377X,Anzeige
1236213319,"Probedruck für den Schutzumschlag von Geschichte der Schrift in Bildern, 1. Auflage",041802810,Schutzumschlag
1236213319,"Probedruck für den Schutzumschlag von Geschichte der Schrift in Bildern, 1. Auflage",943626668,Probedruck
1236213599,Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,041855760,Titelblatt
1236213785,Probedruck für das Titelblatt von Geschichte der Schrift in Bildern,041855760,Titelblatt
1236213785,Probedruck für das Titelblatt von Geschichte der Schrift in Bildern,040085708,Buch
1236213785,Probedruck für das Titelblatt von Geschichte der Schrift in Bildern,943626668,Probedruck
1236213963,Vistenkarte für Jan Tschichold (Leonhardstraße 26),041884094,Visitenkarte
1236214145,Klischeevorlage für eine Illustration,941715787,Klischee
1236214145,Klischeevorlage für eine Illustration,041886828,Vorlage
1236214358,Neue Ornamente,041467043,Broschüre
1236214501,Werbedruck Das Erste Buch Mose,040131343,Druckwerk
